tract,state,county,study_region,mean_commute_time,short_commute_share,job_density_2013,jobs_within_5mi,highpay_jobs_5mi,pop_density_2010,rent_2bed_2015,med_income_2016
00000030600,36,47,Brooklyn Baseline,50.812077,0.04540024,3786.6665,286102,100380,26733.332,1222,46055
00000030700,36,47,Brooklyn Baseline,53.970539,0.11152142,7281.5532,965606,492673,44116.504,NA,20755
00000030800,36,47,Brooklyn Baseline,47.459167,0.05077574,1810.6061,264583,91221,7382.5757,839,45750
00000030900,36,47,Brooklyn Baseline,46.85836,0,2290.9092,1162134,624631,31890.91,NA,33083
00000031100,36,47,Brooklyn Baseline,50.985985,0,1999.9999,1241569,677879,50589.285,NA,46953
00000031300,36,47,Brooklyn Baseline,48.848873,0.085580304,2089.5522,1332128,735778,69373.133,1143,41527
00000031400,36,47,Brooklyn Baseline,46.156189,0.028244788,1833.3334,267299,90929,13523.81,NA,56556
00000031500,36,47,Brooklyn Baseline,48.393318,0.059944239,4202.8984,1423922,799073,75000,1303,57230
00000031701,36,47,Brooklyn Baseline,45.134907,0.027098481,4407.4072,1309215,721812,63574.074,NA,52019
00000031702,36,47,Brooklyn Baseline,50.484306,0.04568528,3759.2593,1252113,690474,62277.777,1323,62672
00000031900,36,47,Brooklyn Baseline,45.922375,0.13268366,4913.7935,1156293,626553,60482.762,1163,48375
00000032100,36,47,Brooklyn Baseline,46.673183,0.11884058,1467.7419,1156994,626791,80661.289,1249,42025
00000032300,36,47,Brooklyn Baseline,47.711739,0.05982437,2268.6567,1187128,645012,53044.773,1052,63882
00000032500,36,47,Brooklyn Baseline,46.282978,0.039275955,7369.231,1258817,696380,98538.469,1282,47559
00000032600,36,47,Brooklyn Baseline,52.523613,0.12191582,5944.8818,236442,80028,54708.66,NA,24205
00000032700,36,47,Brooklyn Baseline,50.373135,0.098695405,6955.8818,1117401,597003,42999.996,1150,44618
00000032800,36,47,Brooklyn Baseline,53.478764,0.028548772,10433.333,235598,79977,34866.664,NA,54056
00000032900,36,47,Brooklyn Baseline,46.204395,0.079999998,4700,1073559,566998,93033.336,999,44559
00000033000,36,47,Brooklyn Baseline,57.825539,0.1091151,343.51144,243649,82939,35015.27,450,23438
00000033100,36,47,Brooklyn Baseline,41.78944,0.23537233,4472.7275,993479,516109,82181.82,1279,37405
00000033300,36,47,Brooklyn Baseline,38.602272,0.30243573,5458.3335,1063364,562444,56736.113,1310,42972
00000033500,36,47,Brooklyn Baseline,32.681583,0.29537368,5014.2856,1077018,571224,44842.855,1231,52833
00000033600,36,47,Brooklyn Baseline,44.151306,0.11656088,778.62598,238102,82115,18164.123,NA,71806
00000033700,36,47,Brooklyn Baseline,49.813152,0.21603428,10842.105,1137178,611736,54013.16,1113,54719
00000033900,36,47,Brooklyn Baseline,49.169231,0.074626863,2685.7144,1149792,617432,62514.285,NA,36570
00000034000,36,47,Brooklyn Baseline,48.108109,0.10037175,8800,217793,73303,44960,571,20833
00000034100,36,47,Brooklyn Baseline,49.315624,0.16254753,9481.4814,1237222,675807,48277.777,1209,50370
00000034200,36,47,Brooklyn Baseline,49.760014,0.12682603,2719.1011,229974,78211,73056.18,457,17802
00000034300,36,47,Brooklyn Baseline,49.26923,0.086072922,1682.5397,1167402,626245,83825.398,NA,24834
00000034500,36,47,Brooklyn Baseline,48.819927,0,809.5238,1134760,607759,42015.871,1368,27127
00000034700,36,47,Brooklyn Baseline,50.802437,0.069783673,1518.5184,940108,478328,59777.777,NA,36641
00000034800,36,47,Brooklyn Baseline,50.042961,0.19512194,4837.8379,249714,84369,11427.928,1454,56975
00000034900,36,47,Brooklyn Baseline,49.313553,0.067932487,5063.4922,838829,406776,85761.906,1257,30463
00000035000,36,47,Brooklyn Baseline,48.530327,0.10526316,2052.6316,231072,75070,43368.422,1036,34526
00000035100,36,47,Brooklyn Baseline,49.120564,0.07423313,3952.3809,896384,447047,72968.25,1078,32407
00000035200,36,47,Brooklyn Baseline,70.567307,0,874.99994,217528,70555,3461.1111,NA,11444
00000035300,36,47,Brooklyn Baseline,45.206051,0.062173706,1063.4921,961809,491349,81920.633,NA,39572
00000035400,36,47,Brooklyn Baseline,49.256485,0.10902256,4753.4248,237566,77844,42952.055,853,50333
00000035500,36,47,Brooklyn Baseline,52.457886,0.077964522,2905.6604,833468,404919,99113.211,1242,47239
00000035601,36,47,Brooklyn Baseline,50.704071,0.070456363,5840,237983,78000,116480,1053,44395
00000035602,36,47,Brooklyn Baseline,50.704075,0.079636559,2671.6418,232701,75547,78671.641,1367,35800
00000035700,36,47,Brooklyn Baseline,46.483112,0,285.71429,814653,398441,35800,NA,23092
00000035900,36,47,Brooklyn Baseline,47.388603,0.015394913,2154.9294,704530,326943,80070.422,1202,30838
00000036001,36,47,Brooklyn Baseline,47.066105,0.20378619,7081.0811,223334,72257,86945.945,1426,19696
00000036002,36,47,Brooklyn Baseline,48.640503,0.11873639,11969.697,222249,71791,119090.91,NA,17143
00000036100,36,47,Brooklyn Baseline,47.51775,0.057971016,7490.5659,644130,294888,49207.547,NA,27220
00000036200,36,47,Brooklyn Baseline,44.68145,0.094604068,20257.576,231290,75236,63696.969,1549,29608
00000036300,36,47,Brooklyn Baseline,52.455822,0.08375451,1050,651834,296894,41080,1303,28556
00000036400,36,47,Brooklyn Baseline,45.7691,0.077069461,6981.8184,235445,76779,43727.273,1352,35313
00000036501,36,47,Brooklyn Baseline,42.508335,0.016477859,2551.0205,656216,297085,53551.023,1056,40845
00000036502,36,47,Brooklyn Baseline,52.915138,0.15384616,5297.8726,660026,303691,26702.129,1088,33750
00000036600,36,47,Brooklyn Baseline,47.623001,0.12145749,38222.223,247512,83318,52966.664,1369,39808
00000036700,36,47,Brooklyn Baseline,49.179863,0.087548636,8633.8027,652297,303345,18380.281,NA,41969
00000036900,36,47,Brooklyn Baseline,47.525963,0.029126214,1125,682905,316110,55943.184,1118,40612
00000037000,36,47,Brooklyn Baseline,47.680164,0.15938607,5546.1538,273065,96830,31423.078,1335,61188
00000037100,36,47,Brooklyn Baseline,45.698002,0.060340099,4054.7947,781502,375850,56438.355,1246,50504
00000037300,36,47,Brooklyn Baseline,47.477768,0.050623052,2878.7878,813713,392012,57333.332,1320,29648
00000037401,36,47,Brooklyn Baseline,48.262314,0.1253171,1977.0116,266849,92195,49436.781,1543,46083
00000037402,36,47,Brooklyn Baseline,48.26231,0.069884725,3672.4138,262254,90113,39422.414,1259,31779
00000037500,36,47,Brooklyn Baseline,48.254406,0.051738761,11377.049,1157384,616733,47704.918,1171,44231
00000037700,36,47,Brooklyn Baseline,51.829075,0.06121134,520.54797,1043771,538920,50136.988,1521,40611
00000037900,36,47,Brooklyn Baseline,52.932278,0.060056657,352.11267,880707,431790,52197.18,1089,37020
00000038100,36,47,Brooklyn Baseline,48.514034,0.070474781,782.6087,1219353,661298,51771.738,622,27260
00000038200,36,47,Brooklyn Baseline,49.123821,0.044536818,4466.6665,282165,98028,66033.328,NA,18601
00000038300,36,47,Brooklyn Baseline,46.52401,0.014577259,2194.0298,1296558,704786,58671.641,1298,65746
00000038500,36,47,Brooklyn Baseline,47.45647,0.032308906,1283.582,1369113,765140,51074.625,1248,47793
00000038600,36,47,Brooklyn Baseline,46.003052,0.17714792,3979.3813,292690,104358,35845.359,1331,45556
00000038700,36,47,Brooklyn Baseline,48.524845,0.10300429,4219.1782,1546970,885090,54931.508,1090,40469
00000038800,36,47,Brooklyn Baseline,47.429558,0.081998117,2736.8423,297795,106914,50539.477,1458,62463
00000038900,36,47,Brooklyn Baseline,42.112106,0.051356588,9984.127,2505159,1566741,44015.871,NA,48615
00000039000,36,47,Brooklyn Baseline,43.537819,0.11158192,1925.373,289532,104203,34059.699,1338,52250
00000039100,36,47,Brooklyn Baseline,43.857693,0.10167819,6703.1245,2463184,1533313,35984.375,1028,36957
00000039200,36,47,Brooklyn Baseline,45.736401,0.13077939,3716.4177,310574,113502,41134.328,1668,40724
00000039300,36,47,Brooklyn Baseline,43.349831,0.061538462,4835.6167,2067169,1258173,48616.438,NA,50250
00000039400,36,47,Brooklyn Baseline,47.019943,0.202407,3689.1892,320727,119170,32986.484,1512,52841
00000039500,36,47,Brooklyn Baseline,43.468693,0.095843934,3500,1647403,947515,54516.129,NA,42787
00000039600,36,47,Brooklyn Baseline,49.114494,0.15213358,4920.6348,313222,114939,33746.031,NA,46042
00000039700,36,47,Brooklyn Baseline,45.936169,0.046546545,4065.5737,1166737,623888,55557.375,NA,36387
00000039800,36,47,Brooklyn Baseline,49.017025,0.045499504,6846.1538,300460,108194,33897.434,1184,53417
00000039900,36,47,Brooklyn Baseline,47.099998,0.12749706,1344.8276,1099987,581268,65913.797,1233,35242
00000040000,36,47,Brooklyn Baseline,52.849297,0.090748899,7000,314756,115596,41472.973,1340,48750
00000040100,36,47,Brooklyn Baseline,46.75174,0.058215961,1387.0968,823961,402104,56741.938,1122,44857
00000040200,36,47,Brooklyn Baseline,48.550426,0.15413533,4513.1582,302547,109763,36052.633,1171,43828
00000040300,36,47,Brooklyn Baseline,46.363728,0.013489208,7753.0864,735060,353324,43679.012,1378,26822
00000040400,36,47,Brooklyn Baseline,51.537037,0.1108156,5966.1016,323671,119219,43237.289,1196,52328
00000040500,36,47,Brooklyn Baseline,42.870289,0.041755889,3603.7737,669120,314979,27924.529,1306,51964
00000040600,36,47,Brooklyn Baseline,47.050224,0.10776942,736.8421,318173,116177,55859.648,1336,36719
00000040700,36,47,Brooklyn Baseline,NA,NA,0,661668,311835,71.794876,NA,NA
00000040800,36,47,Brooklyn Baseline,51.860184,0.067859806,2254.2373,321922,117595,60440.676,1277,56761
00000040900,36,47,Brooklyn Baseline,42.635216,0.12850307,1523.077,750253,362342,57723.078,1304,43981
00000041000,36,47,Brooklyn Baseline,41.460438,0.026113672,763.63635,326592,120824,32236.363,1136,41786
00000041100,36,47,Brooklyn Baseline,41.951298,0.036164843,423.0769,748238,362130,63500,1199,35391
00000041200,36,47,Brooklyn Baseline,50.064316,0.061061949,12109.374,342225,127156,45765.621,1627,52083
00000041300,36,47,Brooklyn Baseline,48.191666,0.12957746,380.95236,821939,400774,60666.664,1161,39727
00000041401,36,47,Brooklyn Baseline,49.284042,0.024024025,3461.5383,330708,122242,25980.77,1234,58750
00000041402,36,47,Brooklyn Baseline,48.372223,0.089488633,593.22034,335773,124008,27322.033,1227,38375
00000041500,36,47,Brooklyn Baseline,45.404198,0.15978995,365.07935,1029249,538355,64507.934,1332,53442
00000041600,36,47,Brooklyn Baseline,46.102638,0.25535169,4936.5078,337235,124464,36888.887,1318,44426
00000041700,36,47,Brooklyn Baseline,46.753433,0.14323607,722.22223,1317601,728745,66833.328,971,27705
00000041800,36,47,Brooklyn Baseline,49.489899,0.21473685,8238.0947,343409,127237,37444.445,NA,33542
00000041900,36,47,Brooklyn Baseline,47.510666,0.16679905,1152.5424,1648177,965991,63898.305,1054,39504
00000042000,36,47,Brooklyn Baseline,38.974998,0.33203885,10138.462,361410,134954,29169.232,1448,46500
00000042100,36,47,Brooklyn Baseline,38.66275,0.16860864,1796.6101,1835448,1089531,66440.68,NA,39483
00000042200,36,47,Brooklyn Baseline,43.087616,0.17784877,8863.6367,350060,129850,40545.453,1474,67500
00000042300,36,47,Brooklyn Baseline,40.637909,0.11301115,11314.286,2222332,1358993,60242.855,1362,47273
00000042400,36,47,Brooklyn Baseline,49.724922,0.0982906,3370.9678,352610,131659,59129.035,1335,48750
00000042500,36,47,Brooklyn Baseline,37.658554,0.044933919,4015.3848,2497549,1563248,46800,1290,49521
00000042600,36,47,Brooklyn Baseline,51.975971,0.05882353,6378.7881,346120,129045,62651.516,1282,46316
00000042700,36,47,Brooklyn Baseline,39.866734,0.069070205,3103.4485,2509726,1568086,87482.758,1361,47703
00000042800,36,47,Brooklyn Baseline,50.639599,0.044011544,6093.7495,341189,125965,60265.621,1282,54306
00000042900,36,47,Brooklyn Baseline,47.297436,0.10069303,3800.0002,2255369,1382224,86615.391,1126,44493
00000043000,36,47,Brooklyn Baseline,52.490261,0.11127707,9241.9355,357221,133997,53758.066,1274,37350
00000043100,36,47,Brooklyn Baseline,46.891853,0.11997966,11000,1834822,1097185,78661.539,NA,50441
00000043200,36,47,Brooklyn Baseline,52.863956,0.026730638,5140.3511,363230,135803,74561.406,1327,47734
00000043300,36,47,Brooklyn Baseline,50.448677000000004,0.16666667,5400,1476019,847005,62523.078,1032,37632
00000043400,36,47,Brooklyn Baseline,49.735641,0.083479278,5277.7778,364919,136040,63574.074,1270,50347
00000043500,36,47,Brooklyn Baseline,42.744614,0.074884795,2784.6155,1036797,543509,68661.539,NA,40368
00000043600,36,47,Brooklyn Baseline,50.891865,0.078918919,6773.585,379525,143031,78490.57,1299,53723
00000043700,36,47,Brooklyn Baseline,42.930618,0.12732096,1923.077,807056,391503,80615.391,1252,44058
00000043800,36,47,Brooklyn Baseline,47.685856,0.14719,2066.6667,366556,136332,41350,1497,46250
00000043900,36,47,Brooklyn Baseline,39.90361,0.088213488,8740.2598,971550,500144,49727.273,NA,38021
00000044000,36,47,Brooklyn Baseline,39.930393,0.067497402,2833.3333,384024,145521,36923.074,NA,51591
00000044100,36,47,Brooklyn Baseline,42.624809,0.12021136,3381.8181,1658430,974221,102600,1227,52676
00000044200,36,47,Brooklyn Baseline,42.072319,0.20410368,8464.7881,379154,142657,37436.617,1399,68095
00000044300,36,47,Brooklyn Baseline,39.829319,0.20449439,39859.375,1916955,1154755,86828.117,NA,58412
00000044400,36,47,Brooklyn Baseline,47.941792,0.14587156,4507.4624,394169,150077,49791.043,1358,47583
00000044500,36,47,Brooklyn Baseline,36.862648,0.15685351,7796.8745,2241032,1366229,69468.75,1308,47255
00000044600,36,47,Brooklyn Baseline,42.720932,0.1746988,9363.6367,390671,148757,34709.09,1280,50844
00000044700,36,47,Brooklyn Baseline,34.076172,0.088408642,12475.41,2478189,1543696,37868.852,1477,50236
00000044800,36,47,Brooklyn Baseline,43.047649,0.16159999,3211.7646,424495,171934,22529.412,1590,55750
00000044900,36,47,Brooklyn Baseline,39.754223,0.18318695,8782.3955,2711399,1705407,3584.3521,NA,28750
00000045000,36,47,Brooklyn Baseline,38.771992,0.037209302,5655.1724,450126,182868,7735.6323,NA,45938
00000045200,36,47,Brooklyn Baseline,42.745087,0.20918368,1430.5557,441758,178852,37513.891,1352,73906
00000045300,36,47,Brooklyn Baseline,38.289417,0.16783217,15528.455,2596696,1625964,16398.373,1192,62632
00000045400,36,47,Brooklyn Baseline,39.868279,0.22529644,49666.668,432570,174821,36313.727,NA,42198
00000045600,36,47,Brooklyn Baseline,49.840332,0.1433869,9915.2539,532486,241968,39949.152,NA,36786
00000045800,36,47,Brooklyn Baseline,33.411133,0.086956523,898.55072,531244,241503,21594.203,912,68125
00000046000,36,47,Brooklyn Baseline,47.597534,0.05396175,6210.5264,558320,251330,49065.793,1326,45901
00000046201,36,47,Brooklyn Baseline,38.595589,0.35175201,3980,531361,241356,52640,1325,33224
00000046202,36,47,Brooklyn Baseline,42.369049,0.23113964,4352.9409,516043,235749,26514.705,1522,50913
00000046400,36,47,Brooklyn Baseline,38.821487,0.22747748,23338.463,512170,234221,43661.539,1443,52768
00000046800,36,47,Brooklyn Baseline,51.764229,0.15670103,1360.3604,500703,229187,18504.504,1280,42000
00000047000,36,47,Brooklyn Baseline,31.831955,0.28774193,10171.429,515550,235999,41228.57,1235,48611
00000047200,36,47,Brooklyn Baseline,32.882355,0.14677805,5507.4624,518120,237118,46880.598,NA,54263
00000047400,36,47,Brooklyn Baseline,33.867081,0.3211334,5999.9995,523644,239144,43661.762,1348,52599
00000047600,36,47,Brooklyn Baseline,32.858444,0.25284451,6075,531717,242577,45575,NA,34943
00000047700,36,47,Brooklyn Baseline,37.8769,0.056603774,4470.5884,2752440,1742833,39035.293,2519,87596
00000047800,36,47,Brooklyn Baseline,40.032696,0.20724346,20470.588,554208,251998,57035.293,NA,33144
00000048000,36,47,Brooklyn Baseline,41.434082,0.13509317,7033.8984,543857,246717,63881.355,1449,30813
00000048100,36,47,Brooklyn Baseline,37.563076,0.023617154,10051.725,2748527,1738566,47896.555,1607,73799
00000048200,36,47,Brooklyn Baseline,43.555782,0.11302211,22828.947,567955,257106,70144.742,1339,36270
00000048400,36,47,Brooklyn Baseline,42.808743,0.14917696,5160.4937,566319,256671,67666.664,1448,35426
00000048500,36,47,Brooklyn Baseline,38.562332,0.059577193,13142.856,2666356,1677289,11205.356,1484,95921
00000048600,36,47,Brooklyn Baseline,45.32291,0.14967638,12602.94,728522,358141,52470.586,1318,45045
00000048800,36,47,Brooklyn Baseline,43.240196,0.14192708,3181.8181,741622,361540,79909.094,1321,52266
00000048900,36,47,Brooklyn Baseline,45.448109,0.070450097,485.71429,2616455,1646467,115400,NA,18529
00000049000,36,47,Brooklyn Baseline,45.080116,0.097427905,3337.8379,714240,348857,79716.219,1743,52319
00000049100,36,47,Brooklyn Baseline,42.825939,0.11510169,29353.658,2655541,1673492,78268.289,1035,32490
00000049200,36,47,Brooklyn Baseline,47.053398,0.052536231,6453.1245,752667,366049,54609.371,1321,46274
00000049300,36,47,Brooklyn Baseline,37.383488,0.060236372,3011.3638,2688544,1698750,86647.727,NA,31270
00000049400,36,47,Brooklyn Baseline,46.706448,0.040169135,7450.7041,755358,366950,74760.563,1451,53000
00000049500,36,47,Brooklyn Baseline,37.082668,0.05609915,8640,2747121,1737284,52060,1205,87135
00000049600,36,47,Brooklyn Baseline,42.050148,0.069405884,11743.59,801511,402905,57858.973,1404,64653
00000049700,36,47,Brooklyn Baseline,32.851452,0.041433372,8859.375,2758226,1745303,41328.121,1955,72344
00000049800,36,47,Brooklyn Baseline,48.044788,0.062854201,4354.4302,897117,470072,53569.617,1600,71538
00000049900,36,47,Brooklyn Baseline,38.486984,0.15411356,7611.1108,2788056,1768177,32462.963,1313,71042
00000050000,36,47,Brooklyn Baseline,44.11927,0.039480519,3519.4805,917360,477746,45116.883,1614,76290
00000050100,36,47,Brooklyn Baseline,35.27599,0.095497951,18671.641,2745863,1744778,41582.09,NA,79219
00000050202,36,47,Brooklyn Baseline,43.250923,0.15735641,2814.8147,1040192,555970,40759.258,NA,95284
00000050300,36,47,Brooklyn Baseline,32.764317,0.096952908,7333.3335,2728688,1731176,53791.668,1871,79453
00000050400,36,47,Brooklyn Baseline,47.672295,0.04171586,3422.2222,919285,478563,50299.996,1499,82935
00000050500,36,47,Brooklyn Baseline,42.445957,0.068919815,2907.6924,2715718,1716564,64046.156,NA,30893
00000050600,36,47,Brooklyn Baseline,50.474937,0.069260366,5781.2495,887398,453995,93999.992,1548,47993
00000050700,36,47,Brooklyn Baseline,28.818792,0.16626506,24313.432,2638026,1664696,34149.254,NA,31844
00000050801,36,47,Brooklyn Baseline,50.422298,0.07881137,8533.334,905421,460558,136000,1430,45455
00000050803,36,47,Brooklyn Baseline,50.422298,0.022857143,9954.5459,961528,494824,112000,1353,41463
00000050804,36,47,Brooklyn Baseline,50.422298,0.055514704,1375,952087,490957,156250,1241,50265
00000050900,36,47,Brooklyn Baseline,27.142618,0.4515689,4345.4546,2682600,1697865,67163.641,NA,31650
00000051001,36,47,Brooklyn Baseline,54.012722,0.067002885,13300,786720,379325,130866.67,1247,49896
00000051002,36,47,Brooklyn Baseline,54.012718,0.013027619,6390.2437,842224,417790,115243.9,1331,50484
00000051100,36,47,Brooklyn Baseline,37.546864,0.025856886,5245.9014,2714813,1716800,64475.41,1091,33953
00000051200,36,47,Brooklyn Baseline,51.843636,0.06882453,6018.5186,784095,378216,118481.48,1311,40180
00000051300,36,47,Brooklyn Baseline,36.341953,0.09117043,7380,2710897,1722651,43320,1724,67852
00000051400,36,47,Brooklyn Baseline,54.034161,0.060830861,2942.8572,771941,373291,105228.57,1477,45453
00000051500,36,47,Brooklyn Baseline,39.177055,0.088777222,2986.1113,2783531,1770452,19055.557,1210,112450
00000051601,36,47,Brooklyn Baseline,53.9772,0.01575456,2244.4443,609554,272220,127377.77,1116,42220
00000051602,36,47,Brooklyn Baseline,53.9772,0.031273268,3714.2856,624861,275812,115085.71,NA,49321
00000051700,36,47,Brooklyn Baseline,38.277641,0.094882727,9055.5557,2789401,1774160,24097.223,2326,93188
00000051800,36,47,Brooklyn Baseline,50.932579,0.05518087,2858.9744,603102,268895,43782.051,1429,60598
00000051900,36,47,Brooklyn Baseline,33.99194,0.07670182,10471.698,2740602,1743364,33622.641,2048,92174
00000052000,36,47,Brooklyn Baseline,46.220776,0.0298583,4500,591404,265093,57135.133,NA,55932
00000052300,36,47,Brooklyn Baseline,38.041599,0.024912417,11200,2739549,1740726,99436.367,1203,42325
00000052500,36,47,Brooklyn Baseline,32.704006,0.17934783,44395.832,2731501,1736324,72895.836,NA,27083
00000052600,36,47,Brooklyn Baseline,43.053993,0.06395939,5092.3081,579498,260428,67030.773,1747,59646
00000052700,36,47,Brooklyn Baseline,35.417816,0.11726496,17837.838,2716813,1721735,89581.078,NA,38968
00000052800,36,47,Brooklyn Baseline,45.540146,0.15961306,1514.7058,554863,251171,26735.293,1401,96250
00000052900,36,47,Brooklyn Baseline,30.803125,0.37227073,18926.469,2714512,1719424,58514.703,NA,31493
00000053000,36,47,Brooklyn Baseline,51.308502,0.019689118,10208.955,536429,243538,51716.418,1310,40959
00000053100,36,47,Brooklyn Baseline,30.736952,0.44849786,25451.613,2642092,1670512,113338.71,1523,34432
00000053200,36,47,Brooklyn Baseline,43.370796,0.04236453,3940.2983,535357,243095,38492.535,1443,62083
00000053300,36,47,Brooklyn Baseline,26.326103,0.42255124,17493.332,2709308,1716955,87546.664,1150,21796
00000053400,36,47,Brooklyn Baseline,43.075844,0.14562289,23477.611,453803,183853,65417.91,1398,25833
00000053500,36,47,Brooklyn Baseline,29.754576,0.36314362,50060,2707914,1722698,86960,NA,21286
00000053700,36,47,Brooklyn Baseline,17.519464,0.3480055,27984.617,2681141,1701546,55000.004,899,28550
00000053800,36,47,Brooklyn Baseline,52.182423,0.080752209,75015.875,416612,161546,71000,1369,31181
00000053900,36,47,Brooklyn Baseline,30.894459,0.2482353,7230.769,2704016,1717303,70666.664,NA,19803
00000054200,36,47,Brooklyn Baseline,44.171227,0.19709544,12493.15,384008,144130,60958.906,NA,47310
00000054300,36,47,Brooklyn Baseline,40.333332,0.27710843,8211.8232,2694064,1713005,805.41876,NA,119250
00000054400,36,47,Brooklyn Baseline,49.598286,0.16850069,2205.4795,382137,143478,46657.535,1346,45333
00000054500,36,47,Brooklyn Baseline,36.217659,0.22963801,9523.0771,2717722,1731400,123200.01,NA,18129
00000054600,36,47,Brooklyn Baseline,50.830395,0.099383138,21957.143,382057,143472,62085.715,1399,37625
